Review,Product,Review Text,Valence,Action,Object,Feature,Ability,Agent,Environment,Annotation,Valence Checked,Action Checked,Feature Checked,Ability Checked,Agent Checked,Environment Checked,Object Checked,_merge
http://linked.aub.edu.lb/actionrec/Review/39fc72b80593203e484153b84e156a3e ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ",I love my new Asus! It is so easy to use and I am able to do everything I need to do on it. The touch screen is great and the keyboard is very comfortable to type with. ,negative ,DoAction ,WorkTasks ,EaseOfUsing ,DoingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/3506275a2f658614bedbd13b5fd896c6 ,positive ,DoAction ,EaseOfUsing ,DoingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/9f706ef2bc369b9a9d805791d8eb0bbe ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ",I love my new laptop! It is so fast and I am able to do all of the things I need to do. The touch screen is great for taking notes and the keyboard is very comfortable to type on. ,positive ,DoAction ,WorkTasks ,EaseOfUsing ,DoingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/5ae25dbc4c84442865f1e66326107029 ,positive ,DoAction ,EaseOfUsing ,DoingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/7a07888649be374eb46bf6c17e058838 ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ",I love my new laptop! It is so fast and I am able to do all the things I need to do with ease. The screen is gorgeous and the keyboard is comfortable to type on. I would definitely recommend it to anyone looking for a high-quality laptop. ,positive ,DoAction ,WorkTasks ,Speed ,DoingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/9673a812cc89d0e1c351fe168ed82bac ,positive ,DoAction ,Speed ,DoingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/85a8d6f5921d9fc7c3586f9f5c806c62 ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ","I love my new laptop! It is so fast and I am able to do everything I need to do on it. The battery life is also great, which is a plus for me. ",positive ,DoAction ,WorkTasks ,LaptopModel ,DoingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/d27dbdd39ef275540cc3647f2e16ab9b ,positive ,DoAction ,LaptopModel ,DoingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/1d0ed52e741a0ef4d2f6b45e0bbfcd25 ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ",I am so glad I bought this computer! I stream all the time for my YouTube channel and have had no problems. I use it for editing as well. I would definitely recommend. ,positive ,EditAction ,MediaObject ,Applications ,EditingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/c5922b796c7d24cda12760fb9cbe7e7a ,positive ,EditAction ,Applications ,EditingAbility ,Person ,Universal ,MediaObject ,both
http://linked.aub.edu.lb/actionrec/Review/f636c69f1ff84414ccccfcfee27c0933 ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ","I love my new MacBook Pro 14. I was worried about the size, but I really don^t mind it. I have a 2021 MacBook Pro and the 2023 model is much better. The screen is brighter and more vivid. The speakers are also much better. The only thing I wish for is a touch screen, but I am getting used to this one. ",positive ,ListenAction ,Sound ,Speakers ,ListeningAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/1ae5b79d7ff235ab4e37e3b2405dd756 ,positive ,ListenAction ,Speakers ,ListeningAbility ,Person ,Universal ,Sound ,both
http://linked.aub.edu.lb/actionrec/Review/c05db7cb198896fb3d7c5e3bada16583 ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ",I love my new Asus laptop. It is fast and reliable. The touch screen is great for multitasking. ,positive ,MultitaskAction ,WorkTasks ,TouchScreen ,MultitaskingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/e857d3a7484bd0b357dca184b600f85d ,positive ,MultitaskAction ,TouchScreen ,MultitaskingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/31db03e4f9ae41fa98ebcdf8ebea7616 ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ",I am very happy with this laptop. I use it for work and gaming.  It has a good battery life and the graphics are amazing.  I would recommend this laptop to anyone looking for a great all-around experience. ,positive ,PlayAction ,Leisure ,GraphicsProcessingUnit ,PlayingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/1085533b77e15d4e8a0115ed1d7d7fab ,positive ,PlayAction ,GraphicsProcessingUnit ,PlayingAbility ,Person ,Universal ,Leisure ,both
http://linked.aub.edu.lb/actionrec/Review/4da876c2b6ed2937533d3eb6b5a0d051 ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ","I am a big fan of the Lenovo Legion line, and the Legion 5 Pro is no exception. It has a great combination of performance, features, and aesthetics, making it a standout choice in the gaming laptop market.One of the standout features for me was the screen. The 165Hz refresh rate makes games look incredibly smooth, and the 3000x1440 resolution is detailed and vibrant. The colors are vivid and the contrast is excellent, making gameplay a delight to experience.The performance of the Legion 5 Pro is also impressive, with the processor handling multitasking and resource-intensive tasks seamlessly. The 16GB of memory ensures that everything runs smoothly even during intensive tasks like video editing and 3D rendering.The build quality is top-notch, with a sturdy chassis and premium materials used throughout. The Legion 5 Pro also features a backlit keyboard for easy use in low-light environments.One area where the Legion 5 Pro truly shines is in audio quality. The soundbar integrated into the design offers crisp, clear sound that adds an extra level of immersion to gaming sessions. I found the audio quality to be on par with similarly priced alternatives and was able to hear every detail in games like God of War: Ragnarok.The Legion 5 Pro also comes equipped with a webcam, which is a welcome addition for those looking to take part in online meetings or stream content. The image quality is clear and detailed, making it a convenient option for personal and professional use alike.In terms of connectivity, the Legion 5 Pro offers everything you could possibly need including Thunderbolt 4 ports, USB-A and C, as well as an HDMI port.The battery life is also impressive, lasting for hours on end even while doing resource-intensive tasks like gaming or video editing.Overall, the Lenovo Legion 5 Pro is a fantastic choice for gamers and creators alike. It offers a combination of powerful performance, stunning visuals, and premium features that make it a standout option in the market. ",positive ,PlayAction ,Leisure ,SoundBar ,PlayingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/8c2d218640994c2d83de69cc73dc9428 ,positive ,PlayAction ,SoundBar ,PlayingAbility ,Person ,Universal ,Leisure ,both
http://linked.aub.edu.lb/actionrec/Review/09915f5c82b189ae91e808bc53e732ea ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ","This computer was perfect for our family, and for all the reasons mentioned in the other reviews. The screen size and quality were excellent for gaming. I have always loved Lenovo products. ",positive ,PlayAction ,Leisure ,ScreenSize ,PlayingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/8f0dbe85e72710a437ed3c797717e5a7 ,positive ,PlayAction ,ScreenSize ,PlayingAbility ,Person ,Universal ,Leisure ,both
http://linked.aub.edu.lb/actionrec/Review/64a75a76fddc29fc5cb5b338f922db76 ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ",I love my new MacBook Pro! It is so fast and sleek. I am glad I decided to purchase it. ,positive ,PurchaseAction ,WorkTasks ,la ,PurchasingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/09b1f4ad498c71a2443b7035170fc6e7 ,positive ,PurchaseAction ,la ,PurchasingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/582105707cad6d3d7caa0d4800b60089 ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ",I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,positive ,PurchaseAction ,WorkTasks ,EaseOfUsing ,PurchasingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/196493ef103978c2cfd66e309dd19ddd ,positive ,PurchaseAction ,LaptopModel ,PurchasingAbility ,Person ,Universal ,Laptop ,both
http://linked.aub.edu.lb/actionrec/Review/c96f531a75a466f22de6e71815c912c0 ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ",I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,positive ,PurchaseAction ,WorkTasks ,EaseOfUsing ,PurchasingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/3c7473e3e1bc11948b0619b5ab79c86f ,positive ,PurchaseAction ,LaptopModel ,PurchasingAbility ,Person ,Universal ,Laptop ,both
http://linked.aub.edu.lb/actionrec/Review/33a90852869bc28619a8c11581779364 ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ",This computer was exactly what I needed. I have not been able to find one at the store I visited so I ended up purchasing online. The delivery was fast and the computer works great. ,positive ,PurchaseAction ,WorkTasks ,OnlinePurchase ,PurchasingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/5cafcc6990394676151599ff52501a0d ,positive ,PurchaseAction ,OnlinePurchase ,PurchasingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/e2928ff31c0039b8b0ebeeb1b41cd7d6 ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ",Excellent purchase and best purchase so far for our household! Love this laptop! ,positive ,PurchaseAction ,WorkTasks ,LaptopModel ,PurchasingAbility ,Person ,Home ,http://linked.aub.edu.lb/actionrec/Annotation/60e658224eba8cf09f6b0700aebd3305 ,positive ,PurchaseAction ,LaptopModel ,PurchasingAbility ,Person ,Home ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/42e2bf302e5cc4932dfd6563e9531fa2 ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ",I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,positive ,PurchaseAction ,WorkTasks ,EaseOfUsing ,PurchasingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/7fb86f9144feac50dce23192c382a153 ,positive ,PurchaseAction ,EaseOfUsing ,PurchasingAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/bb2ce2bd86d9fa9346fb4ffec4016bd7 ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ",I love my new computer! It is so fast and easy to use. I am glad I decided to purchase it. ,negative ,PurchaseAction ,WorkTasks ,EaseOfUsing ,PurchasingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/bbe31e08bc99bbb0e20eb744411bc6cc ,positive ,PurchaseAction ,LaptopModel ,PurchasingAbility ,Person ,Universal ,Laptop ,both
http://linked.aub.edu.lb/actionrec/Review/5fe234aa9fd12e05e0eb463993ebf14d ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ",I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,positive ,PurchaseAction ,WorkTasks ,EaseOfUsing ,PurchasingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/f888f00477bd6da503da842dc2ee7972 ,positive ,PurchaseAction ,LaptopModel ,PurchasingAbility ,Person ,Universal ,Laptop ,both
http://linked.aub.edu.lb/actionrec/Review/11ed40c9e11717ce05259d873073ae02 ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ",This computer has a good quality display. The keyboard and trackpad are comfortable to use. It runs smoothly. ,positive ,RunAction ,ProgramObject ,Processor ,RunningAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/07546633fc3af140e587e95131f606f2 ,positive ,RunAction ,Processor ,RunningAbility ,Person ,Universal ,ProgramObject ,both
http://linked.aub.edu.lb/actionrec/Review/3c39c227580bf97389508efccc5b597d ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ","This laptop is excellent, it is a lot bigger than my last one and the screen is a lot nicer, the graphics are brilliant and it runs very smoothly. ",positive ,RunAction ,WorkTasks ,Speed ,RunningAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/fe5139f4a478c9f78fbeb164ba57c887 ,positive ,RunAction ,Speed ,RunningAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/f69d95b44899f79d36df6c22f808338c ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ",I love my new computer! It was easy to set up and I am enjoying all the features. ,positive ,SetupAction ,WorkTasks ,eas ,SettingupAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/094b71e0a80ef80091a1128d7a87b48e ,positive ,SetupAction ,eas ,SettingupAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/950c2f0f92d3f0c49a1c7ad4ef978868 ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ",I like this computer a lot! I would recommend this product. It was easy to set up and use. ,positive ,SetupAction ,WorkTasks ,EaseOfUsing ,SettingupAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/fe29e56197ef3d68c09b1b6031ae038f ,positive ,SetupAction ,EaseOfUsing ,SettingupAbility ,Person ,Universal ,WorkTasks ,both
http://linked.aub.edu.lb/actionrec/Review/2913424af842a80ed08e63731c7f90df ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ",I love this computer. I have a lot of pictures and videos on it. The picture quality is amazing. I would recommend this to anyone. ,positive ,StoreAction ,MediaObject ,HardDisk ,StoringAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/9e0bb078b4f37ecf35852c2e3d7f37e6 ,positive ,StoreAction ,HardDisk ,StoringAbility ,Person ,Universal ,MediaObject ,both
http://linked.aub.edu.lb/actionrec/Review/f9749a7a4925cc956bcf9deafb8bd803 ,"ASUS - ROG Zephyrus G14 14 OLED 3K 120Hz Gaming Laptop - AMD Ryzen 9 8945HS - 16GB LPDDR5X - NVIDIA GeForce RTX 4060 - 1TB SSD - Platinum White"" ",I like the computer and the price was great but I wish it had a better camera and speakers. ,negative ,StreamAction ,MediaObject ,Speakers ,StreamingAbility ,Person ,Universal ,http://linked.aub.edu.lb/actionrec/Annotation/b5a72bdbfda8019ece39192d70387fb6 ,negative ,StreamAction ,Speakers ,StreamingAbility ,Person ,Universal ,MediaObject ,both
