Review,Review Text,Annotated Text,Description,Action,Review Text Original,Description Original,STS Score,Hallucination Confidence Score
http://linked.aub.edu.lb/actionrec/Review/09915f5c82b189ae91e808bc53e732ea ,computer perfect family reasons mentioned reviews screen size quality excellent gaming always loved lenovo products,The screen size and quality were excellent for gaming. ,big screen play games,PlayAction ,"This computer was perfect for our family, and for all the reasons mentioned in the other reviews. The screen size and quality were excellent for gaming. I have always loved Lenovo products. ",The person likes that this laptop has a big screen to play games on it ,0.47961288690567017,52%
http://linked.aub.edu.lb/actionrec/Review/64a75a76fddc29fc5cb5b338f922db76 ,love new macbook pro fast sleek glad decided purchase it,I am glad I decided to purchase it ,happy,PurchaseAction ,I love my new MacBook Pro! It is so fast and sleek. I am glad I decided to purchase it. ,The user is happy with the laptop ,0.2574295401573181,74%
http://linked.aub.edu.lb/actionrec/Review/b501d7c25f4b875ec20117ad1aeedc01 ,love new laptop fast easy use glad decided purchase it,I am glad I decided to purchase it ,happy ease use,PurchaseAction ,I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,The user is happy with the ease of use of this laptop ,0.42897534370422363,57%
http://linked.aub.edu.lb/actionrec/Review/582105707cad6d3d7caa0d4800b60089 ,love new laptop fast easy use glad decided purchase it,I am glad I decided to purchase it ,happy ease use,PurchaseAction ,I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,The user is happy with the ease of use of this laptop ,0.4289754033088684,57%
http://linked.aub.edu.lb/actionrec/Review/c96f531a75a466f22de6e71815c912c0 ,love new laptop fast easy use glad decided purchase it,I am glad I decided to purchase it ,happy ease use ,PurchaseAction ,I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,The user is happy with the ease of use of this laptop. ,0.42897534370422363,57%
http://linked.aub.edu.lb/actionrec/Review/197fa5369924229c92cbf02121107c20 ,love new computer fast easy use glad decided purchase it,I am glad I decided to purchase it ,happy ease use,PurchaseAction ,I love my new computer! It is so fast and easy to use. I am glad I decided to purchase it. ,The user is happy with the ease of use of this laptop ,0.4992889165878296,50%
http://linked.aub.edu.lb/actionrec/Review/33a90852869bc28619a8c11581779364 ,computer exactly needed able find one store visited ended purchasing online delivery fast computer works great,I have not been able to find one at the store I visited so I ended up purchasing online. ,heshe able purchase online,PurchaseAction ,This computer was exactly what I needed. I have not been able to find one at the store I visited so I ended up purchasing online. The delivery was fast and the computer works great. ,The person likes that he/she was able to purchase this laptop online ,0.44784677028656006,55%
http://linked.aub.edu.lb/actionrec/Review/e2928ff31c0039b8b0ebeeb1b41cd7d6 ,excellent purchase best purchase far household love laptop,Excellent purchase and best purchase so far for our household! ,,PurchaseAction ,Excellent purchase and best purchase so far for our household! Love this laptop! ,The person likes this laptop ,0.06834143400192261,93%
http://linked.aub.edu.lb/actionrec/Review/e06127cf856b264477b2e2a629ef17d1 ,love new computer fast easy use glad decided purchase it,I am glad I decided to purchase it ,happy ease use,PurchaseAction ,I love my new computer! It is so fast and easy to use. I am glad I decided to purchase it. ,The user is happy with the ease of use of this laptop ,0.4992889165878296,50%
http://linked.aub.edu.lb/actionrec/Review/42e2bf302e5cc4932dfd6563e9531fa2 ,love new laptop fast easy use glad decided purchase it,I am glad I decided to purchase it ,happy ease use,PurchaseAction ,I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,The user is happy with the ease of use of this laptop ,0.42897534370422363,57%
http://linked.aub.edu.lb/actionrec/Review/d21f2dc6d5d60cb0a481e9c5976ae70f ,love new computer fast easy use glad decided purchase it,I am glad I decided to purchase it ,happy ease use,PurchaseAction ,I love my new computer! It is so fast and easy to use. I am glad I decided to purchase it. ,The user is happy with the ease of use of this laptop ,0.4992889165878296,50%
http://linked.aub.edu.lb/actionrec/Review/485ab6fb2b309efa3cc9b8339ca9cf36 ,love new computer fast easy use glad decided purchase it,I am glad I decided to purchase it ,happy ease use ,PurchaseAction ,I love my new computer! It is so fast and easy to use. I am glad I decided to purchase it. ,The user is happy with the ease of use of this laptop. ,0.4992888867855072,50%
http://linked.aub.edu.lb/actionrec/Review/bb2ce2bd86d9fa9346fb4ffec4016bd7 ,love new computer fast easy use glad decided purchase it,I am glad I decided to purchase it ,happy ease use,PurchaseAction ,I love my new computer! It is so fast and easy to use. I am glad I decided to purchase it. ,The user is happy with the ease of use of this laptop ,0.4992889165878296,50%
http://linked.aub.edu.lb/actionrec/Review/5fe234aa9fd12e05e0eb463993ebf14d ,love new laptop fast easy use glad decided purchase it,I am glad I decided to purchase it ,happy ease use,PurchaseAction ,I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,The user is happy with the ease of use of this laptop ,0.4289754033088684,57%
http://linked.aub.edu.lb/actionrec/Review/11ed40c9e11717ce05259d873073ae02 ,computer good quality display keyboard trackpad comfortable use runs smoothly,It runs smoothly. ,runs smoothly,RunAction ,This computer has a good quality display. The keyboard and trackpad are comfortable to use. It runs smoothly. ,The person likes that this laptop runs smoothly ,0.3482985496520996,65%
http://linked.aub.edu.lb/actionrec/Review/3c39c227580bf97389508efccc5b597d ,laptop excellent lot bigger last one screen lot nicer graphics brilliant runs smoothly,It runs very smoothly. ,runs smoothly,RunAction ,"This laptop is excellent, it is a lot bigger than my last one and the screen is a lot nicer, the graphics are brilliant and it runs very smoothly. ",The person likes that this laptop runs smoothly ,0.2657868266105652,73%
http://linked.aub.edu.lb/actionrec/Review/f69d95b44899f79d36df6c22f808338c ,love new computer easy set enjoying features,I love my new computer! It was easy to set up and I am enjoying all the features. ,computer,SetupAction ,I love my new computer! It was easy to set up and I am enjoying all the features. ,The user loves this computer ,0.6253691911697388,37%
http://linked.aub.edu.lb/actionrec/Review/950c2f0f92d3f0c49a1c7ad4ef978868 ,like computer lot would recommend product easy set use,It was easy to set up and use ,easy set,SetupAction ,I like this computer a lot! I would recommend this product. It was easy to set up and use. ,The person likes that this laptop was easy to set up ,0.5029881000518799,49%
http://linked.aub.edu.lb/actionrec/Review/2913424af842a80ed08e63731c7f90df ,love computer lot pictures videos it picture quality amazing would recommend anyone,I have a lot of pictures and videos on it. ,use storing videos pictures,StoreAction ,I love this computer. I have a lot of pictures and videos on it. The picture quality is amazing. I would recommend this to anyone. ,The person likes to use this laptop for storing videos and pictures ,0.46174561977386475,53%
http://linked.aub.edu.lb/actionrec/Review/f9749a7a4925cc956bcf9deafb8bd803 ,like computer price great wish better camera speakers,but I wish it had a better camera and speakers. ,like speakers camera stream youtube,StreamAction ,I like the computer and the price was great but I wish it had a better camera and speakers. ,The person dont like the speakers and camera of this laptop to stream on YouTube ,0.5697504878044128,43%
http://linked.aub.edu.lb/actionrec/Review/c2be2d558135ad131a5c4f563b317da3 ,first dell laptop loving far everything need school work battery life great screen amazing,It has everything I need for school ,used school work,StudyAction ,This is my first dell laptop and I am loving it so far! It has everything I need for school and work. The battery life is great and the screen is amazing. ,The student likes that this laptop can be used for school work. ,0.32684558629989624,67%
http://linked.aub.edu.lb/actionrec/Review/81de012755292be5ec69b6302ad96f6e ,laptop couple weeks loving it college student laptop perfect needs battery life great performance excellent love fact easily convert tablet mode need to 1010 would recommend,I am a college student and this laptop has been perfect for my needs. ,battery life,StudyAction ,I have had this laptop for a couple of weeks and I am loving it. I am a college student and this laptop has been perfect for my needs. The battery life is great and the performance is excellent. I love the fact that I can easily convert it into tablet mode when I need to. 10/10 would recommend! ,The student likes this laptop because of its battery life ,0.3912811875343323,60%
http://linked.aub.edu.lb/actionrec/Review/eeee31974bebe0c78b1682d040ca9775 ,big fan hp envy x360 24 computer light easy carry portable like touchscreen pen capabilities times want take notes display clear crisp vibrant colors love two usbc ports one c3 thunderbolt 4 port allows connect additional peripherals without purchase adapter keyboard comfortable type trackpad smooth intel evo platform delivers fast performance reliable multitasking experience impressed quality laptop would highly recommend anyone looking versatile dependable computer,I like that it has touchscreen and pen capabilities for those times when I want to take notes. ,use touchscreen take notes,TakeAction ,"I am a big fan of the HP Envy x360 24. This computer is light, easy to carry, and very portable. I like that it has touchscreen and pen capabilities for those times when I want to take notes. The display is clear and crisp with vibrant colors. I love that it has two USB-C ports, one of which is C3, which is a Thunderbolt 4 port. This allows me to connect additional peripherals without having to purchase an adapter. The keyboard is comfortable to type on and the trackpad is smooth. The Intel Evo platform delivers fast performance and reliable multitasking experience. I am impressed with the quality of this laptop and would highly recommend it to anyone looking for a versatile and dependable computer. ",The person likes to use the touchscreen of this laptop to take notes. ,0.44239020347595215,55%
http://linked.aub.edu.lb/actionrec/Review/8b969e1f359e069af46a5bf98c9b544d ,love new laptop its light weight love touch screen,I love the touch screen ,touchscreen,TouchAction ,I love my new laptop! It^s so light weight and I love the touch screen. ,The person likes the touchscreen of this laptop ,0.5717852115631104,42%
http://linked.aub.edu.lb/actionrec/Review/ac23e96296efc83340e04bcd329d4fe4 ,love new dell always apple products decided go different brand next computer glad did easy use love touch screen,I love the touch screen! ,touchscreen,TouchAction ,I love my new Dell! I have always had Apple products but decided to go with a different brand for my next computer. I am glad I did! It is very easy to use and I love the touch screen! ,The person likes that this laptop has a touchscreen ,0.4421091675758362,55%
http://linked.aub.edu.lb/actionrec/Review/63adbc09f8e4e334cc72372c2ab2f23e ,like touch screen feature laptop also like size fits easily purse,I like the touch screen feature ,touchscreen feature,TouchAction ,I like the touch screen feature on this laptop. I also like the size. It fits easily in my purse. ,The person likes the touchscreen feature of this laptop ,0.6151561737060547,38%
http://linked.aub.edu.lb/actionrec/Review/d0b85ca2b3ae27e979014d2050f86d32 ,love new g14 able get time holidays lot features looking fast touch screen great love tablet mode,I love the touch screen ,touchscreen feature,TouchAction ,I love my new G14! I was able to get it in time for the holidays. It has a lot of features that I was looking for and it is very fast. The touch screen is great and I love the tablet mode. ,The person likes the touchscreen feature of this laptop ,0.42499178647994995,57%
http://linked.aub.edu.lb/actionrec/Review/300ee99d3bd54616de771f99724c2d9a ,love new laptop its easy use love touch screen,I love the touch screen ,touchscreen,TouchAction ,I love my new laptop! It^s so easy to use and I love the touch screen. ,The person likes the touchscreen of this laptop ,0.567113995552063,43%
http://linked.aub.edu.lb/actionrec/Review/7387b200184f6108f1caa861f4daa811 ,love new computer fast love touch screen,I love the touch screen! ,touchscreen feature,TouchAction ,I love my new computer! It is so fast and I love the touch screen! ,The person likes the touchscreen feature of this laptop ,0.595652163028717,40%
http://linked.aub.edu.lb/actionrec/Review/43456a9dfc0d79a97ffa65a0cd612e6a ,love new laptop light weight love touch screen,I love the touch screen ,touchscreen feature,TouchAction ,I love my new laptop! It is so light weight and I love the touch screen. ,The person likes the touchscreen feature of this laptop ,0.5997950434684753,40%
http://linked.aub.edu.lb/actionrec/Review/d88911a003a0d14cec7ad742f078c0bd ,love new computer fast easy use especially like touch screen feature,I especially like the touch screen feature ,touchscreen feature,TouchAction ,I love my new computer! It is so fast and easy to use. I especially like the touch screen feature. ,The person likes the touchscreen feature of this laptop ,0.5708345174789429,42%
http://linked.aub.edu.lb/actionrec/Review/2709adec6354115a174e2855fefea6af ,love new hp laptop like design speed it screen clear battery life good like touch screen feature well,I like the touch screen feature ,touchscreen feature,TouchAction ,I love my new HP laptop. I like the design and the speed of it. The screen is very clear and the battery life is good. I like the touch screen feature as well. ,The person likes the touchscreen feature of this laptop ,0.331679105758667,66%
http://linked.aub.edu.lb/actionrec/Review/c822fb65a26d4da5dd2f0722470acb1d ,love new laptop its fast love touch screen,I love the touch screen! ,touchscreen feature,TouchAction ,I love my new laptop! It^s so fast and I love the touch screen! ,The person likes the touchscreen feature of this laptop ,0.4990547299385071,50%
http://linked.aub.edu.lb/actionrec/Review/5939d560bac6aab06f63a6e64601c907 ,love new laptop fast great graphics screen gorgeous love touch screen 10 10 recommend,I love the touch screen ,touchscreen feature,TouchAction ,I love my new laptop! It is so fast and has great graphics! The screen is gorgeous and I love the touch screen! 10 out of 10 recommend! ,The user likes the touchscreen feature of this laptop ,0.5368666052818298,46%
http://linked.aub.edu.lb/actionrec/Review/73e85039b3f6cc3bc7980094c191dc83 ,happy computer fast easy use like touch screen feature,I like the touch screen feature ,touchscreen feature,TouchAction ,I am very happy with this computer. It is fast and easy to use. I like the touch screen feature. ,The person likes the touchscreen feature of this laptop ,0.6080338954925537,39%
http://linked.aub.edu.lb/actionrec/Review/c015af78ce9b4c087ea5d1ee57c65de2 ,laptop great deal light weight love color great battery life loving touch screen,I love the touch screen! ,touchscreen feature,TouchAction ,"This laptop is a great deal! It is light weight, and I love the color. It has a great battery life, and I am loving the touch screen! ",The person likes the touchscreen feature of this laptop ,0.4846652150154114,51%
http://linked.aub.edu.lb/actionrec/Review/7058c23bd029342184a623b51d5253f2 ,love new laptop fast reliable oled screen gorgeous keyboard comfortable type on especially like touchscreen feature makes navigating around system easy convenient,I especially like the touchscreen feature ,touch screen feature,TypeAction ,I love my new laptop! It is so fast and reliable. The OLED screen is gorgeous and the keyboard is comfortable to type on. I especially like the touchscreen feature. It makes navigating around the system easy and convenient. ,The person likes that this laptop has a touch screen feature ,0.40552783012390137,59%
http://linked.aub.edu.lb/actionrec/Review/b500a45eb305742acebbc80dfbbe79c7 ,happy laptop light weight easy carry around screen clear keyboard comfortable type on battery life also good would definitely recommend laptop,The keyboard is very comfortable to type on ,comfort typing,TypeAction ,I am very happy with this laptop. It is very light weight and very easy to carry around. The screen is very clear and the keyboard is very comfortable to type on. The battery life is also very good. I would definitely recommend this laptop. ,The person likes the comfort of typing in this laptop ,0.25995540618896484,74%
http://linked.aub.edu.lb/actionrec/Review/14827a738f92bd442b3afb0e2d876783 ,love new laptop looking computer could things needed found it screen great keyboard responsive like compact is also really like usbc ports charging devices transferring files overall pleased purchase would recommend anyone looking reliable computer,The keyboard is very responsive ,keyboard type,TypeAction ,"I love my new laptop. I was looking for a computer that could do all the things I needed it to do and I found it. The screen is great, the keyboard is very responsive, and I like how compact it is. I also really like that there are USB-C ports for charging devices and transferring files.  Overall, I am very pleased with my purchase and would recommend it to anyone looking for a reliable computer. ",The person likes the keyboard of this laptop to type on it ,0.32795190811157227,67%
http://linked.aub.edu.lb/actionrec/Review/a197bb662afdd6bb6ddc1f8100c0eac2 ,computer perfect me looking something simple it laptop beautiful loved design keyboard easy type on screen bright,I loved the keyboard ,keyboard,TypeAction ,"This computer was perfect for me! I was looking for something simple, and this was it! The laptop itself was beautiful and I loved the design. The keyboard was easy to type on, and the screen was bright! ",The person likes the keyboard of this laptop ,0.6094853281974792,39%
http://linked.aub.edu.lb/actionrec/Review/74229cd2ed325f1287b10f267fbdf571 ,love new laptop fast reliable screen great quality keyboard comfortable type on would definitely recommend product,The keyboard is comfortable to type on ,heshe easily type,TypeAction ,I love my new laptop! It is so fast and reliable. The screen is great quality and the keyboard is comfortable to type on. I would definitely recommend this product. ,The person likes that he/she can easily type on this laptop ,0.23749077320098877,76%
http://linked.aub.edu.lb/actionrec/Review/8c42c8d2f3b088c3f42d43d0ab04d70f ,big fan lenovo products great experiences past however disappointed purchase yoga 9i screen beautiful reflective difficult see outside direct sunlight keyboard trackpad also sensitive make typing challenge convertible design nice hinge stiff makes laptop hard use tablet mode returned days use,The keyboard and trackpad are also very sensitive and make typing a challenge. ,like laptops keyboard trackpad sensitive touch,TypeAction ,"I am a big fan of Lenovo products and have had great experiences with them in the past. However, I was disappointed with my purchase of this Yoga 9i. The screen is beautiful, but it is very reflective and difficult to see outside or in direct sunlight. The keyboard and trackpad are also very sensitive and make typing a challenge. The convertible design is nice, but the hinge is very stiff and makes the laptop hard to use in tablet mode. I returned it after only a few days of use. ",The person dont like that this laptops keyboard and trackpad are sensitive to touch ,0.4981473684310913,50%
